,school,sex,age,address,Mjob,Fjob,guardian,traveltime,studytime,paid,nursery,internet,absences,G1,G2,G3,G3_pred
23,GP,M,16,U,other,other,mother,2,2,no,yes,yes,0,13,13,B,A
24,GP,F,15,R,services,health,mother,1,3,yes,yes,yes,2,10,9,C,B
25,GP,F,16,U,services,services,mother,1,1,yes,no,yes,14,6,9,C,C
26,GP,M,15,U,other,other,mother,1,1,yes,yes,yes,2,12,12,B,B
27,GP,M,15,U,health,services,mother,1,1,yes,yes,yes,4,15,16,A,A
28,GP,M,16,U,services,other,mother,1,2,no,yes,yes,4,11,11,B,B
29,GP,M,16,U,teacher,teacher,mother,1,2,yes,yes,yes,16,10,12,B,B
30,GP,M,15,U,health,services,mother,1,2,yes,no,yes,0,9,11,B,B
31,GP,M,15,U,services,services,mother,2,2,no,yes,yes,0,17,16,A,A
32,GP,M,15,R,teacher,at_home,mother,1,2,no,yes,yes,0,17,16,A,A
33,GP,M,15,U,other,other,mother,1,2,no,no,yes,0,8,10,B,B
34,GP,M,16,U,other,other,mother,1,1,yes,no,yes,0,12,14,A,A
35,GP,F,15,U,other,other,father,2,1,no,yes,no,0,8,7,D,D
36,GP,M,15,U,teacher,services,mother,1,3,no,yes,yes,2,15,16,A,A
37,GP,M,16,R,other,teacher,mother,2,3,no,yes,yes,7,15,16,A,A
38,GP,F,15,R,services,health,mother,1,3,yes,yes,yes,2,12,12,B,B
39,GP,F,15,R,at_home,other,mother,1,1,yes,yes,no,8,14,13,B,B
40,GP,F,16,U,other,other,mother,2,2,no,no,yes,25,7,10,B,C
41,GP,M,15,U,teacher,other,other,1,1,no,no,yes,8,12,12,B,B
42,GP,M,15,U,services,teacher,father,1,2,no,yes,yes,2,19,18,A,A
43,GP,M,15,U,services,services,father,1,1,no,yes,yes,0,8,8,B,C
44,GP,F,16,U,other,at_home,father,2,2,no,yes,yes,14,10,10,C,C
45,GP,F,15,U,other,other,mother,1,2,yes,yes,yes,8,8,8,D,C
46,GP,F,16,U,other,services,mother,1,2,no,yes,yes,12,11,12,B,B
47,GP,M,16,U,health,services,mother,1,4,no,yes,yes,4,19,19,A,A
48,GP,M,15,U,teacher,other,mother,1,2,yes,yes,no,2,15,15,A,A
49,GP,F,15,U,services,teacher,father,1,2,no,no,yes,2,7,7,D,D
50,GP,F,16,U,services,services,mother,3,2,yes,yes,yes,2,12,13,B,B
51,GP,F,15,U,health,other,mother,1,2,yes,yes,yes,2,11,13,B,A
52,GP,M,15,U,health,health,father,2,1,no,yes,no,6,11,11,C,B
53,GP,F,15,U,services,services,mother,1,1,yes,yes,yes,0,8,10,B,C
54,GP,F,15,U,other,other,mother,1,1,yes,yes,yes,6,10,13,B,B
55,GP,F,16,U,other,other,mother,1,2,yes,yes,yes,8,8,9,C,C
56,GP,F,15,U,services,services,mother,1,2,yes,yes,yes,0,14,15,A,A
57,GP,M,15,U,teacher,health,mother,1,2,no,yes,no,4,14,15,A,A
58,GP,M,15,U,other,at_home,father,1,2,no,yes,yes,2,9,10,C,C
59,GP,F,16,U,services,other,mother,1,2,no,yes,yes,2,15,16,A,A
60,GP,F,16,R,health,teacher,mother,1,2,no,yes,no,6,10,11,B,B
61,GP,F,16,U,services,services,father,4,1,no,no,yes,6,10,8,B,C
62,GP,F,16,U,other,services,father,1,2,no,yes,yes,4,8,10,C,C
63,GP,F,16,U,teacher,health,mother,1,3,yes,yes,yes,2,10,9,C,C
64,GP,F,15,U,services,services,father,1,2,no,yes,yes,0,10,10,C,B
65,GP,F,16,U,teacher,services,mother,3,2,no,yes,yes,2,16,15,A,A
66,GP,M,15,U,other,services,mother,1,4,no,no,yes,4,13,13,B,A
67,GP,F,16,U,services,other,mother,1,4,yes,yes,yes,4,7,7,D,D
68,GP,F,15,R,health,services,mother,2,2,yes,yes,yes,2,8,9,C,C
69,GP,F,15,R,other,other,father,2,4,no,no,yes,12,16,16,A,A
70,GP,M,16,U,other,other,father,2,4,yes,yes,yes,0,13,15,A,A
71,GP,M,15,U,other,other,mother,1,4,no,yes,yes,0,10,10,C,B
72,GP,F,15,R,other,other,mother,1,2,no,no,yes,2,8,6,D,D
73,GP,M,16,U,other,other,mother,1,1,no,yes,no,2,12,12,A,B
74,GP,F,16,U,other,services,mother,1,2,yes,yes,yes,54,11,12,B,C
75,GP,M,15,U,teacher,other,mother,1,2,yes,yes,yes,6,9,9,C,C
76,GP,M,15,U,teacher,other,mother,2,4,no,yes,yes,8,11,11,C,B
77,GP,F,16,U,other,other,mother,1,4,yes,yes,yes,0,11,11,B,B
78,GP,M,17,U,other,other,mother,2,1,no,yes,yes,2,8,8,C,D
79,GP,F,16,U,at_home,other,mother,1,2,no,yes,yes,12,5,5,D,D
80,GP,M,15,U,other,services,father,1,1,yes,no,yes,2,10,12,B,B
81,GP,M,15,U,other,other,mother,1,3,yes,no,yes,4,11,10,B,B
82,GP,F,15,U,services,other,mother,1,2,yes,yes,yes,10,7,6,D,D
83,GP,M,15,U,services,services,mother,2,2,yes,yes,yes,4,15,15,A,A
84,GP,F,15,U,other,other,father,1,2,no,no,yes,2,9,10,C,B
85,GP,F,15,U,services,services,father,2,2,yes,yes,yes,6,7,9,C,C
86,GP,F,16,U,at_home,other,mother,1,2,no,yes,no,4,8,7,D,D
87,GP,F,15,U,other,other,mother,1,3,no,yes,yes,4,13,14,A,A
88,GP,M,16,U,services,other,father,2,2,yes,no,yes,12,11,10,C,B
89,GP,M,16,U,teacher,health,mother,1,2,no,yes,no,18,8,6,D,D
90,GP,F,16,U,other,other,mother,1,3,yes,yes,yes,0,7,7,C,C
91,GP,F,15,U,services,other,mother,1,1,yes,yes,yes,4,16,17,A,A
92,GP,F,16,U,other,other,father,1,2,no,yes,no,4,7,6,D,D
93,GP,F,16,U,teacher,services,mother,2,2,yes,yes,yes,0,11,10,C,C
94,GP,M,15,U,services,health,mother,1,4,no,yes,yes,6,11,13,A,A
95,GP,F,15,R,at_home,other,mother,2,4,yes,yes,yes,2,7,10,C,C
96,GP,M,16,R,services,other,mother,2,1,no,no,yes,2,11,15,A,B
97,GP,F,16,U,other,other,mother,1,2,yes,yes,no,2,8,9,C,C
98,GP,F,16,U,other,other,mother,1,1,no,no,yes,6,11,14,A,A
99,GP,F,16,U,other,at_home,mother,1,3,yes,yes,yes,0,7,9,C,C
100,GP,M,16,U,services,services,mother,1,1,yes,yes,yes,14,7,7,D,C
101,GP,M,16,U,services,teacher,father,1,3,no,yes,yes,0,16,17,A,A
102,GP,M,15,U,services,other,mother,1,1,no,no,yes,4,10,13,A,B
103,GP,F,15,U,services,other,mother,2,2,yes,yes,yes,26,7,6,D,D
104,GP,M,15,U,services,other,mother,1,2,yes,yes,yes,0,16,18,A,A
105,GP,F,15,U,other,health,father,1,4,no,yes,no,10,10,11,B,B
106,GP,F,15,U,other,other,mother,1,4,yes,yes,yes,8,7,8,C,C
107,GP,M,16,U,services,other,father,1,3,no,yes,yes,2,16,18,A,A
108,GP,M,15,R,other,other,father,4,4,yes,yes,yes,6,10,13,B,B
109,GP,F,16,U,health,health,mother,1,3,yes,yes,yes,4,14,15,A,A
110,GP,M,15,U,teacher,teacher,mother,1,1,no,yes,yes,6,18,19,A,A
111,GP,F,16,R,services,other,father,1,3,no,yes,yes,0,7,10,C,D
112,GP,F,16,U,at_home,other,mother,1,2,no,yes,yes,6,10,13,B,B
113,GP,M,15,U,teacher,other,mother,1,1,no,yes,yes,10,18,19,A,A
114,GP,M,15,R,health,services,mother,1,2,no,yes,yes,8,9,9,C,B
115,GP,M,16,U,teacher,teacher,father,1,2,no,yes,yes,2,15,15,A,A
116,GP,M,15,U,other,teacher,father,2,2,no,yes,no,2,11,13,A,A
117,GP,M,16,U,other,services,father,2,1,no,yes,yes,0,13,14,B,B
118,GP,M,17,R,other,other,father,3,2,no,yes,yes,20,9,7,C,D
119,GP,M,15,U,other,other,father,1,1,no,yes,yes,6,14,13,B,A
120,GP,F,15,U,at_home,services,mother,1,2,no,no,yes,2,16,15,A,A
121,GP,M,15,U,services,services,father,1,4,yes,yes,yes,6,16,14,A,A
122,GP,F,16,U,other,health,father,2,2,yes,yes,yes,2,13,13,B,B
123,GP,M,16,U,health,other,mother,1,1,no,yes,yes,18,14,11,B,B
124,GP,F,16,U,other,other,mother,1,2,yes,yes,yes,0,8,7,C,C
125,GP,M,15,U,services,services,father,1,1,no,yes,yes,0,13,13,B,B
126,GP,F,15,U,other,other,mother,1,2,no,yes,yes,0,7,10,B,C
127,GP,F,19,U,at_home,other,other,1,2,no,no,no,2,7,8,C,D
128,GP,M,18,R,services,other,mother,1,1,no,yes,yes,0,7,4,D,D
129,GP,M,16,R,teacher,teacher,mother,1,1,yes,yes,yes,8,18,18,A,A
130,GP,F,15,R,services,teacher,father,2,3,no,yes,yes,0,12,0,D,D
131,GP,F,15,U,at_home,other,mother,3,1,no,no,yes,0,8,0,D,D
132,GP,F,17,U,other,other,father,1,1,no,yes,yes,12,10,13,B,B
133,GP,F,16,U,services,other,father,1,1,no,yes,yes,16,12,11,B,B
134,GP,M,15,R,at_home,teacher,mother,4,2,no,yes,no,0,9,0,D,D
135,GP,F,15,U,services,at_home,mother,1,3,no,yes,yes,0,11,0,D,D
136,GP,M,17,R,at_home,other,mother,3,2,no,yes,no,0,10,0,D,D
137,GP,F,16,U,other,other,other,2,1,no,no,yes,0,4,0,D,D
138,GP,M,16,U,services,other,mother,1,2,no,yes,no,0,14,12,B,A
139,GP,F,15,U,teacher,teacher,mother,2,1,no,yes,yes,0,16,16,A,A
140,GP,M,15,U,teacher,services,father,2,4,no,yes,yes,0,7,9,D,C
141,GP,M,16,U,services,services,father,2,1,no,yes,yes,8,9,9,C,C
142,GP,F,15,U,teacher,services,mother,1,3,yes,yes,yes,2,9,11,B,C
143,GP,F,16,U,at_home,at_home,mother,1,1,no,yes,yes,2,14,14,B,B
144,GP,M,17,U,other,other,mother,1,1,no,yes,yes,0,5,0,D,D
145,GP,F,15,U,other,services,father,1,2,yes,yes,yes,0,8,11,B,C
146,GP,F,15,U,health,services,father,1,2,no,yes,yes,0,6,7,D,D
147,GP,F,15,U,at_home,other,mother,1,2,yes,no,yes,2,10,11,B,B
148,GP,M,16,U,teacher,teacher,mother,1,1,no,yes,yes,0,7,6,D,D
149,GP,M,15,U,services,other,mother,4,1,no,yes,yes,0,8,9,C,C
150,GP,M,18,U,other,other,mother,1,1,no,yes,yes,0,6,5,D,D
151,GP,M,16,U,at_home,other,mother,1,1,no,yes,no,6,12,13,A,B
152,GP,F,15,R,services,services,other,2,3,yes,yes,yes,8,10,10,C,C
153,GP,M,19,U,services,at_home,mother,1,1,no,yes,yes,0,5,0,D,D
154,GP,F,17,U,other,teacher,mother,1,1,no,yes,no,0,11,11,B,B
155,GP,M,15,R,at_home,services,mother,1,2,yes,yes,no,2,11,8,C,C
156,GP,M,17,R,other,other,mother,1,1,no,yes,no,8,16,12,B,B
157,GP,F,18,R,at_home,other,mother,3,1,no,no,no,6,9,8,C,D
158,GP,M,16,R,at_home,other,mother,3,1,no,no,no,2,17,15,A,A
159,GP,M,16,U,other,services,father,1,2,yes,yes,yes,4,10,12,B,B
160,GP,M,17,R,at_home,other,mother,2,1,no,yes,yes,0,7,6,D,D
161,GP,M,15,R,other,other,mother,2,2,no,yes,yes,6,5,9,D,D
162,GP,M,16,U,other,other,mother,2,1,no,yes,no,0,7,0,D,D
163,GP,M,17,U,at_home,services,father,1,1,no,yes,yes,2,10,10,C,C
164,GP,M,17,R,other,services,mother,4,2,no,yes,no,0,5,8,D,D
165,GP,M,16,U,services,services,mother,2,1,no,no,no,16,12,11,B,B
166,GP,M,16,U,other,other,father,1,2,no,yes,yes,4,10,10,C,C
167,GP,F,16,U,health,services,father,1,2,yes,yes,yes,0,14,15,A,A
168,GP,F,16,U,other,other,mother,1,2,yes,no,yes,0,6,7,D,C
169,GP,F,16,U,health,health,mother,1,2,yes,yes,yes,0,14,14,A,A
170,GP,M,16,U,other,other,father,3,1,no,no,yes,0,6,5,D,D
171,GP,M,16,U,other,other,mother,2,2,yes,yes,yes,2,13,15,A,A
172,GP,M,17,U,teacher,other,mother,1,2,yes,yes,yes,0,13,11,C,B
173,GP,F,16,U,at_home,services,mother,1,2,no,no,yes,0,8,7,D,D
174,GP,F,16,U,other,other,mother,2,2,yes,yes,yes,4,10,11,C,C
175,GP,M,17,U,teacher,other,mother,2,2,yes,yes,yes,4,10,9,C,C
176,GP,F,16,U,services,other,mother,2,2,yes,no,yes,2,13,13,B,A
177,GP,M,17,U,other,other,father,1,2,no,no,yes,4,6,5,D,D
178,GP,M,16,R,teacher,services,mother,1,1,no,yes,yes,10,10,8,C,C
179,GP,M,17,U,other,other,mother,1,2,no,yes,yes,4,10,10,B,C
180,GP,M,16,U,teacher,other,mother,1,2,yes,yes,yes,10,9,8,C,C
181,GP,M,16,U,services,other,mother,1,2,yes,yes,yes,2,12,13,B,B
182,GP,F,17,U,services,services,father,1,2,no,yes,no,0,16,17,A,A
183,GP,F,17,U,other,other,mother,1,2,no,yes,yes,56,9,9,C,D
184,GP,F,16,U,other,other,mother,1,2,yes,yes,yes,14,12,13,B,B
185,GP,M,17,U,services,services,mother,1,2,no,yes,yes,12,12,12,B,B
186,GP,M,16,U,services,services,mother,1,1,yes,yes,yes,2,11,12,B,B
187,GP,M,16,U,other,other,mother,1,2,yes,yes,yes,0,15,15,A,A
188,GP,F,17,U,health,other,mother,1,2,no,no,yes,6,8,7,C,D
189,GP,M,17,R,at_home,other,mother,1,2,no,yes,no,4,8,9,C,D
190,GP,F,16,U,services,services,mother,1,2,no,yes,yes,10,11,12,B,B
191,GP,F,17,U,at_home,services,mother,1,2,no,yes,yes,0,8,8,C,D
192,GP,M,17,U,at_home,services,other,2,2,yes,no,yes,12,7,8,C,C
193,GP,M,16,R,services,services,mother,1,1,no,yes,yes,8,8,9,C,C
194,GP,M,16,U,other,other,father,2,1,no,yes,yes,0,13,14,A,B
195,GP,F,17,U,services,services,father,1,2,no,yes,yes,0,14,15,A,A
196,GP,M,17,U,services,teacher,mother,1,1,no,yes,yes,4,17,15,A,A
197,GP,M,16,R,teacher,other,father,3,1,yes,yes,yes,8,9,9,C,C
198,GP,F,17,U,services,teacher,mother,2,1,no,yes,yes,24,18,18,A,A
199,GP,F,16,U,teacher,teacher,mother,1,2,yes,yes,yes,0,9,9,C,C
200,GP,F,16,U,health,other,mother,1,2,no,yes,yes,2,16,16,A,A
201,GP,F,16,U,other,other,mother,1,2,yes,yes,no,6,8,10,C,C
202,GP,F,17,U,other,other,mother,1,2,yes,no,no,4,9,9,C,C
203,GP,F,17,R,other,other,mother,1,1,no,yes,yes,18,7,6,D,D
204,GP,F,16,R,services,services,mother,2,4,yes,no,yes,6,10,10,B,B
205,GP,F,17,U,at_home,services,mother,1,3,yes,yes,yes,28,10,9,C,C
206,GP,F,16,U,services,other,mother,1,2,yes,yes,yes,5,7,7,D,D
207,GP,F,16,U,teacher,other,mother,1,2,yes,yes,yes,10,11,12,B,B
208,GP,F,16,U,at_home,other,mother,2,1,yes,yes,no,6,9,9,C,C
209,GP,F,17,R,teacher,other,mother,2,3,yes,yes,yes,6,7,7,D,D
210,GP,F,19,U,other,other,other,1,4,yes,yes,yes,10,8,8,C,C
211,GP,M,17,U,services,other,mother,1,2,yes,yes,yes,13,12,12,B,B
212,GP,F,16,U,other,other,mother,1,2,yes,yes,yes,0,12,13,A,B
213,GP,M,18,U,services,other,mother,1,2,yes,yes,yes,15,6,7,C,C
214,GP,F,17,R,services,other,mother,1,1,yes,yes,no,12,8,10,C,C
215,GP,F,17,U,other,other,mother,2,2,yes,yes,yes,2,14,15,A,A
216,GP,F,17,U,other,other,mother,1,2,yes,yes,yes,22,6,6,D,C
217,GP,M,18,U,services,health,father,1,2,yes,yes,yes,13,6,6,C,C
218,GP,F,17,U,at_home,other,father,2,1,yes,yes,no,3,7,7,C,C
219,GP,F,17,U,at_home,at_home,mother,1,3,yes,yes,yes,4,9,10,C,C
220,GP,F,17,R,at_home,services,mother,2,2,no,yes,yes,2,6,6,D,D
221,GP,F,17,U,at_home,other,mother,1,3,no,yes,no,0,6,5,D,D
222,GP,F,16,U,services,teacher,mother,1,2,no,yes,yes,2,16,16,A,A
223,GP,M,18,U,other,other,mother,2,2,yes,yes,yes,0,12,13,B,B
224,GP,F,16,U,teacher,services,mother,1,3,no,no,yes,0,13,13,A,A
225,GP,F,18,R,other,other,mother,1,2,no,yes,yes,16,9,8,D,D
226,GP,F,17,U,other,other,mother,1,2,no,no,yes,10,16,15,A,A
227,GP,M,17,U,services,services,father,1,2,yes,no,yes,2,12,11,B,B
228,GP,M,18,U,at_home,other,mother,4,2,yes,yes,yes,14,10,8,C,C
229,GP,F,17,U,other,other,mother,2,3,no,yes,yes,10,12,10,B,B
230,GP,F,17,U,health,other,father,1,2,no,yes,yes,14,13,13,A,A
231,GP,M,17,R,other,other,father,2,2,yes,yes,yes,4,11,11,B,B
232,GP,M,17,U,teacher,teacher,mother,1,2,no,yes,yes,14,11,9,C,B
233,GP,M,16,U,health,other,father,1,2,yes,yes,yes,2,14,13,B,A
234,GP,M,16,U,other,other,mother,2,2,yes,yes,yes,18,9,7,D,C
235,GP,M,16,U,at_home,other,mother,2,3,no,yes,yes,10,11,9,C,C
236,GP,M,17,U,other,other,father,1,2,yes,no,yes,4,14,13,B,A
237,GP,F,16,U,other,other,mother,1,1,no,yes,yes,20,13,12,B,B
238,GP,F,17,R,at_home,services,mother,3,2,no,yes,no,2,13,11,B,B
239,GP,M,18,U,other,services,father,1,2,no,yes,yes,0,7,7,D,D
240,GP,M,17,U,health,other,mother,2,2,no,yes,yes,14,12,12,B,B
241,GP,M,17,R,teacher,other,mother,2,2,yes,yes,yes,2,10,11,B,C
242,GP,M,16,U,teacher,other,mother,1,1,no,no,yes,0,6,0,D,D
243,GP,M,16,U,services,services,mother,1,1,no,yes,yes,0,13,12,B,B
244,GP,F,18,U,other,other,other,2,3,yes,no,yes,0,7,0,D,D
245,GP,M,16,U,other,other,mother,3,1,no,yes,yes,6,18,18,A,A
246,GP,M,17,U,other,other,father,2,1,no,yes,yes,4,12,12,B,B
247,GP,M,22,U,services,services,mother,1,1,no,no,yes,16,6,8,C,D
248,GP,M,18,R,other,services,mother,1,2,no,yes,yes,8,3,5,D,D
249,GP,M,16,U,other,other,mother,1,1,yes,no,yes,0,13,15,A,A
250,GP,M,18,U,services,other,mother,2,1,no,yes,yes,0,6,8,C,D
251,GP,M,16,U,at_home,other,other,3,2,no,no,yes,6,7,10,C,C
252,GP,M,18,U,services,services,mother,1,1,no,no,yes,4,6,9,C,C
253,GP,M,16,R,other,other,mother,2,1,no,no,no,0,8,9,C,D
254,GP,M,17,R,other,other,mother,1,1,no,no,yes,0,8,12,B,B
255,GP,M,17,U,health,other,mother,2,1,no,yes,yes,2,7,9,C,D
256,GP,F,17,U,teacher,services,mother,1,4,yes,yes,yes,6,14,12,B,A
257,GP,M,19,U,services,at_home,mother,1,2,no,yes,yes,12,11,11,B,B
258,GP,M,18,U,other,other,mother,1,2,no,yes,yes,8,15,14,A,A
259,GP,F,17,U,services,services,father,1,4,yes,yes,yes,0,10,9,D,B
260,GP,F,18,U,services,other,father,1,2,yes,yes,yes,21,17,18,A,A
261,GP,M,18,U,teacher,other,mother,1,2,yes,no,yes,2,8,8,C,C
262,GP,M,18,R,other,other,mother,1,3,no,no,no,1,13,12,B,B
263,GP,F,17,U,other,other,mother,1,3,no,no,no,4,10,9,C,B
264,GP,F,18,U,at_home,services,mother,1,3,yes,yes,yes,0,9,10,D,C
265,GP,M,18,R,other,other,mother,2,2,yes,yes,yes,13,17,17,A,A
266,GP,M,17,U,services,other,mother,1,2,yes,yes,yes,2,9,9,C,C
267,GP,F,18,R,teacher,other,mother,2,2,yes,yes,yes,8,12,10,B,C
268,GP,M,18,U,health,other,father,1,2,yes,yes,yes,10,10,9,C,C
269,GP,F,18,R,other,other,mother,2,2,no,yes,yes,0,6,0,D,D
270,GP,F,19,U,other,services,other,1,2,yes,yes,yes,15,9,9,C,C
271,GP,F,18,U,other,services,father,1,4,yes,yes,yes,4,15,14,A,A
272,GP,F,18,U,other,other,mother,2,2,yes,no,no,2,11,11,B,B
273,GP,M,17,R,at_home,at_home,mother,1,2,yes,no,no,2,15,14,A,A
274,GP,F,17,U,at_home,health,mother,2,2,yes,yes,yes,2,10,10,C,C
275,GP,F,17,U,services,other,mother,2,2,yes,yes,yes,6,12,12,B,B
276,GP,F,18,R,other,services,mother,2,2,no,no,yes,75,10,9,C,C
277,GP,M,18,U,teacher,services,mother,2,1,yes,yes,yes,22,9,9,C,C
278,GP,F,18,U,health,health,father,1,2,no,yes,yes,15,9,8,C,D
279,GP,M,18,U,teacher,services,mother,2,1,yes,yes,yes,8,10,11,C,C
280,GP,M,17,U,services,other,mother,2,1,yes,yes,yes,30,8,8,C,C
281,GP,M,17,U,teacher,services,mother,1,1,no,yes,yes,19,11,9,C,C
282,GP,F,18,R,at_home,other,mother,2,4,yes,yes,no,1,12,12,B,B
283,GP,F,18,U,other,other,mother,2,2,no,yes,yes,4,8,9,C,D
284,GP,F,17,U,other,other,mother,1,2,no,no,yes,4,10,9,B,B
285,GP,M,17,U,other,other,father,1,2,yes,no,yes,2,12,10,B,B
286,GP,F,18,U,at_home,at_home,mother,1,3,yes,yes,yes,5,18,18,A,A
287,GP,F,17,U,services,teacher,mother,1,3,yes,yes,yes,6,13,12,B,A
288,GP,M,18,U,services,services,mother,1,3,yes,yes,yes,6,15,14,A,A
289,GP,M,18,U,teacher,teacher,mother,1,2,yes,yes,yes,9,15,13,A,A
290,GP,M,18,U,teacher,other,mother,1,2,yes,yes,yes,11,12,11,B,C
291,GP,F,17,U,health,services,mother,1,3,yes,yes,yes,0,15,15,A,A
292,GP,F,18,U,services,at_home,mother,1,2,no,yes,yes,12,12,12,B,B
293,GP,F,17,R,services,other,mother,2,4,yes,yes,no,6,18,18,A,A
294,GP,M,18,R,services,other,mother,2,3,yes,yes,yes,8,14,13,A,A
295,GP,M,17,U,health,other,mother,1,1,yes,yes,yes,4,14,12,B,B
296,GP,F,19,U,health,other,other,2,2,yes,yes,yes,0,10,9,D,C
297,GP,F,18,U,other,other,other,2,2,yes,yes,yes,10,10,8,C,C
298,GP,F,18,U,other,other,father,1,4,yes,yes,yes,0,14,13,A,A
299,GP,M,18,U,teacher,teacher,mother,1,1,yes,yes,yes,5,16,15,A,A
300,GP,F,18,U,health,other,mother,1,2,no,yes,yes,14,12,10,B,B
301,GP,M,17,U,other,teacher,father,2,1,yes,yes,yes,0,11,11,C,B
302,GP,F,17,U,other,other,mother,2,3,yes,yes,yes,0,15,12,A,A
303,GP,F,17,U,health,health,father,1,4,yes,no,yes,0,17,17,A,A
304,GP,M,19,U,other,other,other,1,2,no,yes,yes,20,15,14,B,B
305,GP,F,18,U,services,at_home,other,1,2,yes,yes,yes,8,14,12,B,B
306,GP,M,20,U,services,other,other,1,1,no,yes,no,0,17,18,A,A
307,GP,M,19,U,teacher,services,other,2,1,yes,yes,yes,38,8,9,C,C
308,GP,M,19,R,other,services,father,1,2,no,yes,no,0,15,12,B,B
309,GP,F,19,U,at_home,other,other,1,2,no,no,yes,18,12,10,C,C
310,GP,F,19,U,services,services,other,1,2,no,no,no,0,9,9,D,D
311,GP,F,19,U,at_home,other,other,3,2,no,yes,yes,20,14,12,B,B
312,GP,M,19,U,other,services,other,1,2,no,no,yes,3,13,11,B,B
313,GP,F,19,U,services,other,other,2,2,yes,no,yes,22,13,10,B,B
314,GP,F,19,U,at_home,health,other,1,3,no,no,yes,14,15,13,B,B
315,GP,F,19,R,other,other,other,1,3,no,yes,yes,40,13,11,B,B
316,GP,F,18,U,services,other,mother,2,2,yes,yes,yes,0,8,8,D,D
317,GP,F,18,U,other,other,mother,1,3,yes,yes,yes,9,9,10,C,C
318,GP,F,17,R,at_home,services,father,1,3,yes,no,yes,0,11,11,C,B
319,GP,F,18,U,teacher,other,mother,1,2,yes,yes,yes,2,11,11,B,C
320,GP,F,17,U,services,services,mother,1,2,yes,yes,yes,23,13,13,B,B
321,GP,F,17,U,other,other,mother,1,2,no,yes,no,12,11,9,C,C
322,GP,F,17,R,services,services,mother,1,3,yes,yes,yes,3,11,11,B,B
323,GP,F,17,U,services,services,father,1,3,no,no,yes,1,12,14,A,A
324,GP,F,17,U,at_home,at_home,father,2,3,no,yes,yes,0,16,15,A,A
325,GP,M,18,U,other,other,mother,1,3,no,yes,yes,3,9,12,B,B
326,GP,M,17,U,other,services,mother,1,1,no,no,yes,3,14,15,A,A
327,GP,M,17,R,services,other,mother,4,1,no,yes,yes,8,11,10,C,C
328,GP,F,17,U,teacher,services,mother,1,3,yes,yes,yes,7,10,9,C,C
329,GP,F,17,U,teacher,teacher,mother,2,3,yes,no,yes,4,14,14,A,A
330,GP,M,18,U,other,other,mother,1,4,no,yes,yes,2,9,8,C,C
331,GP,F,17,R,at_home,other,father,1,3,no,yes,yes,7,12,14,A,B
332,GP,F,18,U,services,services,mother,1,2,no,yes,yes,0,7,0,D,D
333,GP,F,18,U,other,other,other,1,2,no,no,yes,0,8,8,D,D
334,GP,F,18,R,at_home,other,mother,2,4,no,yes,no,0,10,9,D,D
335,GP,F,17,U,services,other,mother,1,3,no,yes,yes,16,16,15,A,A
336,GP,F,19,R,services,at_home,other,1,3,yes,yes,no,12,14,13,B,B
337,GP,F,17,U,other,other,mother,1,2,yes,yes,yes,0,7,8,D,C
338,GP,F,18,U,services,services,mother,1,4,no,yes,yes,7,16,15,A,A
339,GP,F,17,R,other,other,mother,1,2,yes,yes,yes,4,9,10,C,C
340,GP,F,19,U,services,services,other,1,3,yes,yes,yes,4,11,12,B,B
